state_num,pew_bornagain,commonweight,state,state_name,population_total,year
12,1,0.255189871556517,FL,FLORIDA,22244823,2022
26,2,0.239849227298104,MI,MICHIGAN,10034113,2022
17,1,0.678690433077382,IL,ILLINOIS,12582032,2022
24,2,0.26933336512172,MD,MARYLAND,6164660,2022
22,2,0.253135496109053,LA,LOUISIANA,4590241,2022
12,2,1.33589426020951,FL,FLORIDA,22244823,2022
12,1,3.24838340231299,FL,FLORIDA,22244823,2022
17,2,0.265825996150774,IL,ILLINOIS,12582032,2022
06,1,0.219480216169177,CA,CALIFORNIA,39029342,2022
18,1,0.496919069090828,IN,INDIANA,6833037,2022
34,2,0.663887317698115,NJ,NEW JERSEY,9261699,2022
42,2,0.158374874596969,PA,PENNSYLVANIA,12972008,2022
39,2,2.45913656035321,OH,OHIO,11756058,2022
30,2,0.318563140570778,MT,MONTANA,1122867,2022
12,2,0.255943863638768,FL,FLORIDA,22244823,2022
36,2,0.470788853246114,NY,NEW YORK,19677151,2022
34,2,1.64927806255844,NJ,NEW JERSEY,9261699,2022
36,2,1.19172718265376,NY,NEW YORK,19677151,2022
39,2,0.276018072043045,OH,OHIO,11756058,2022
13,1,1.24427966313978,GA,GEORGIA,10912876,2022
34,2,0.411045109370976,NJ,NEW JERSEY,9261699,2022
42,2,2.18320045207473,PA,PENNSYLVANIA,12972008,2022
13,1,0.350193515910615,GA,GEORGIA,10912876,2022
25,2,2.198792864517,MA,MASSACHUSETTS,6981974,2022
06,1,0.396334337523283,CA,CALIFORNIA,39029342,2022
06,2,1.80024939365339,CA,CALIFORNIA,39029342,2022
06,2,0.794790785913855,CA,CALIFORNIA,39029342,2022
13,2,0.175396779182101,GA,GEORGIA,10912876,2022
48,2,0.633686838598519,TX,TEXAS,30029572,2022
48,2,1.03327569527665,TX,TEXAS,30029572,2022
27,1,2.68853026185644,MN,MINNESOTA,5717184,2022
55,2,0.433100916858557,WI,WISCONSIN,5892539,2022
47,1,0.764003616313969,TN,TENNESSEE,7051339,2022
06,2,0.40938690018648,CA,CALIFORNIA,39029342,2022
12,2,2.53432566438427,FL,FLORIDA,22244823,2022
39,2,2.53489053272266,OH,OHIO,11756058,2022
