state_name,year,population_total
WYOMING,2005,508798
NEW JERSEY,2005,8703150
WASHINGTON,2005,6291899
ALABAMA,2006,4599030
ALASKA,2006,670053
ARIZONA,2006,6166318
ARKANSAS,2006,2810872
CALIFORNIA,2006,36457549
COLORADO,2006,4753377
CONNECTICUT,2006,3504809
DELAWARE,2006,853476
FLORIDA,2006,18089888
GEORGIA,2006,9363941
HAWAII,2006,1285498
IDAHO,2006,1466465
ILLINOIS,2006,12831970
INDIANA,2006,6313520
IOWA,2006,2982085
KANSAS,2006,2764075
KENTUCKY,2006,4206074
LOUISIANA,2006,4287768
MAINE,2006,1321574
MARYLAND,2006,5615727
MASSACHUSETTS,2006,6437193
MICHIGAN,2006,10095643
MINNESOTA,2006,5167101
MISSISSIPPI,2006,2910540
MISSOURI,2006,5842713
MONTANA,2006,944632
NEBRASKA,2006,1768331
NEVADA,2006,2495529
NEW HAMPSHIRE,2006,1314895
NEW MEXICO,2006,1954599
NEW YORK,2006,19306183
NORTH CAROLINA,2006,8856505
NORTH DAKOTA,2006,635867
OHIO,2006,11478006
OKLAHOMA,2006,3579212
OREGON,2006,3700758
PENNSYLVANIA,2006,12440621
RHODE ISLAND,2006,1067610
SOUTH CAROLINA,2006,4321249
SOUTH DAKOTA,2006,781919
TENNESSEE,2006,6038803
TEXAS,2006,23507783
UTAH,2006,2550063
VERMONT,2006,623908
VIRGINIA,2006,7642884
WEST VIRGINIA,2006,1818470
WISCONSIN,2006,5556506
WYOMING,2006,515004
NEW JERSEY,2006,8724560
WASHINGTON,2006,6395798
ALABAMA,2007,4627851
ALASKA,2007,683478
ARIZONA,2007,6338755
ARKANSAS,2007,2834797
CALIFORNIA,2007,36553215
COLORADO,2007,4861515
CONNECTICUT,2007,3502309
DELAWARE,2007,864764
FLORIDA,2007,18251243
GEORGIA,2007,9544750
HAWAII,2007,1283388
IDAHO,2007,1499402
ILLINOIS,2007,12852548
INDIANA,2007,6345289
IOWA,2007,2988046
KANSAS,2007,2775997
KENTUCKY,2007,4241474
LOUISIANA,2007,4293204
MAINE,2007,1317207
MARYLAND,2007,5618344
MASSACHUSETTS,2007,6449755
MICHIGAN,2007,10071822
MINNESOTA,2007,5197621
MISSISSIPPI,2007,2918785
MONTANA,2007,957861
NEBRASKA,2007,1774571
NEVADA,2007,2565382
NEW HAMPSHIRE,2007,1315828
NEW MEXICO,2007,1969915
NEW YORK,2007,19297729
NORTH CAROLINA,2007,9061032
NORTH DAKOTA,2007,639715
OHIO,2007,11466917
OKLAHOMA,2007,3617316
OREGON,2007,3747455
PENNSYLVANIA,2007,12432792
RHODE ISLAND,2007,1057832
SOUTH CAROLINA,2007,4407709
SOUTH DAKOTA,2007,796214
TENNESSEE,2007,6156719
TEXAS,2007,23904380
UTAH,2007,2645330
VERMONT,2007,621254
VIRGINIA,2007,7712091
WEST VIRGINIA,2007,1812035
WISCONSIN,2007,5601640
WYOMING,2007,522830
MISSOURI,2007,5878415
NEW JERSEY,2007,8685920
WASHINGTON,2007,6468424
ALABAMA,2008,4661900
ALASKA,2008,686293
ARIZONA,2008,6500180
ARKANSAS,2008,2855390
CALIFORNIA,2008,36756666
COLORADO,2008,4939456
CONNECTICUT,2008,3501252
DELAWARE,2008,873092
FLORIDA,2008,18328340
GEORGIA,2008,9685744
HAWAII,2008,1288198
IDAHO,2008,1523816
ILLINOIS,2008,12901563
INDIANA,2008,6376792
KANSAS,2008,2802134
KENTUCKY,2008,4269245
LOUISIANA,2008,4410796
MAINE,2008,1316456
MARYLAND,2008,5633597
MASSACHUSETTS,2008,6497967
MICHIGAN,2008,10003422
MINNESOTA,2008,5220393
MISSISSIPPI,2008,2938618
MONTANA,2008,967440
NEBRASKA,2008,1783432
NEVADA,2008,2600167
NEW HAMPSHIRE,2008,1315809
NEW MEXICO,2008,1984356
NEW YORK,2008,19490297
NORTH CAROLINA,2008,9222414
NORTH DAKOTA,2008,641481
OHIO,2008,11485910
OKLAHOMA,2008,3642361
PENNSYLVANIA,2008,12448279
RHODE ISLAND,2008,1050788
SOUTH CAROLINA,2008,4479800
SOUTH DAKOTA,2008,804194
TENNESSEE,2008,6214888
TEXAS,2008,24326974
UTAH,2008,2736424
VIRGINIA,2008,7769089
WEST VIRGINIA,2008,1814468
WISCONSIN,2008,5627967
WYOMING,2008,532668
IOWA,2008,3002555
MISSOURI,2008,5911605
NEW JERSEY,2008,8682661
OREGON,2008,3790060
VERMONT,2008,621270
WASHINGTON,2008,6549224
ALABAMA,2009,4708708
ALASKA,2009,698473
ARIZONA,2009,6595778
ARKANSAS,2009,2889450
CALIFORNIA,2009,36961664
COLORADO,2009,5024748
CONNECTICUT,2009,3518288
DELAWARE,2009,885122
FLORIDA,2009,18537969
GEORGIA,2009,9829211
HAWAII,2009,1295178
IDAHO,2009,1545801
ILLINOIS,2009,12910409
INDIANA,2009,6423113
KANSAS,2009,2818747
KENTUCKY,2009,4314113
LOUISIANA,2009,4492076
MAINE,2009,1318301
MASSACHUSETTS,2009,6593587
MICHIGAN,2009,9969727
MINNESOTA,2009,5266214
MISSISSIPPI,2009,2951996
MONTANA,2009,974989
NEBRASKA,2009,1796619
NEVADA,2009,2643085
NEW HAMPSHIRE,2009,1324575
NEW MEXICO,2009,2009671
NEW YORK,2009,19541453
NORTH CAROLINA,2009,9380884
NORTH DAKOTA,2009,646844
OHIO,2009,11542645
OKLAHOMA,2009,3687050
PENNSYLVANIA,2009,12604767
RHODE ISLAND,2009,1053209
SOUTH CAROLINA,2009,4561242
SOUTH DAKOTA,2009,812383
TENNESSEE,2009,6296254
TEXAS,2009,24782302
UTAH,2009,2784572
VIRGINIA,2009,7882590
WEST VIRGINIA,2009,1819777
WISCONSIN,2009,5654774
WYOMING,2009,544270
IOWA,2009,3007856
MARYLAND,2009,5699478
MISSOURI,2009,5987580
NEW JERSEY,2009,8707739
OREGON,2009,3825657
VERMONT,2009,621760
WASHINGTON,2009,6664195
ALABAMA,2010,4785401
ALASKA,2010,714146
ARIZONA,2010,6413158
ARKANSAS,2010,2921588
CALIFORNIA,2010,37338198
COLORADO,2010,5047692
CONNECTICUT,2010,3575498
DELAWARE,2010,899792
FLORIDA,2010,18838613
GEORGIA,2010,9712157
HAWAII,2010,1363359
IDAHO,2010,1571102
ILLINOIS,2010,12841980
INDIANA,2010,6490622
KANSAS,2010,2859143
KENTUCKY,2010,4347223
LOUISIANA,2010,4545343
MAINE,2010,1327379
MASSACHUSETTS,2010,6555466
MICHIGAN,2010,9877143
MINNESOTA,2010,5310658
MISSISSIPPI,2010,2970072
MONTANA,2010,990958
NEBRASKA,2010,1830141
NEVADA,2010,2704283
NEW HAMPSHIRE,2010,1316807
NEW MEXICO,2010,2065913
NEW YORK,2010,19395206
NORTH DAKOTA,2010,674629
OHIO,2010,11537968
OKLAHOMA,2010,3760184
PENNSYLVANIA,2010,12717722
RHODE ISLAND,2010,1052528
SOUTH CAROLINA,2010,4637106
SOUTH DAKOTA,2010,816598
TENNESSEE,2010,6357436
TEXAS,2010,25253466
UTAH,2010,2775479
VIRGINIA,2010,8023953
WEST VIRGINIA,2010,1854368
WISCONSIN,2010,5691659
WYOMING,2010,564554
IOWA,2010,3050202
MARYLAND,2010,5785681
MISSOURI,2010,5995715
NEW JERSEY,2010,8799593
NORTH CAROLINA,2010,9560234
OREGON,2010,3838332
VERMONT,2010,625909
WASHINGTON,2010,6742950
ALABAMA,2011,4803689
ALASKA,2011,723860
ARIZONA,2011,6467315
ARKANSAS,2011,2938582
CALIFORNIA,2011,37683933
COLORADO,2011,5116302
CONNECTICUT,2011,3586717
DELAWARE,2011,908137
FLORIDA,2011,19082262
GEORGIA,2011,9812460
HAWAII,2011,1378129
IDAHO,2011,1583744
INDIANA,2011,6516353
KANSAS,2011,2870386
KENTUCKY,2011,4366814
LOUISIANA,2011,4574766
MAINE,2011,1328544
MASSACHUSETTS,2011,6607003
MICHIGAN,2011,9876801
MINNESOTA,2011,5347299
MISSISSIPPI,2011,2977457
MONTANA,2011,997667
NEBRASKA,2011,1842234
NEVADA,2011,2720028
NEW MEXICO,2011,2078674
NORTH DAKOTA,2011,684740
OHIO,2011,11541007
OKLAHOMA,2011,3784163
PENNSYLVANIA,2011,12743948
RHODE ISLAND,2011,1050646
SOUTH CAROLINA,2011,4673348
SOUTH DAKOTA,2011,823593
TENNESSEE,2011,6399787
TEXAS,2011,25631778
UTAH,2011,2814347
VIRGINIA,2011,8104384
WEST VIRGINIA,2011,1854908
WISCONSIN,2011,5709843
WYOMING,2011,567356
ILLINOIS,2011,12859752
IOWA,2011,3064097
MARYLAND,2011,5839572
MISSOURI,2011,6008984
NEW HAMPSHIRE,2011,1317807
NEW JERSEY,2011,8834773
NEW YORK,2011,19501616
NORTH CAROLINA,2011,9651103
OREGON,2011,3868229
VERMONT,2011,626592
WASHINGTON,2011,6823267
ALABAMA,2012,4822023
ALASKA,2012,731449
ARIZONA,2012,6553255
CALIFORNIA,2012,38041430
DELAWARE,2012,917092
FLORIDA,2012,19317568
GEORGIA,2012,9919945
HAWAII,2012,1392313
IDAHO,2012,1595728
INDIANA,2012,6537334
KANSAS,2012,2885905
KENTUCKY,2012,4380415
LOUISIANA,2012,4601893
MAINE,2012,1329192
MASSACHUSETTS,2012,6646144
MICHIGAN,2012,9883360
MINNESOTA,2012,5379139
MISSISSIPPI,2012,2984926
MONTANA,2012,1005141
NEBRASKA,2012,1855525
NEVADA,2012,2758931
NEW MEXICO,2012,2085538
NORTH DAKOTA,2012,699628
OHIO,2012,11544225
OKLAHOMA,2012,3814820
PENNSYLVANIA,2012,12763536
SOUTH CAROLINA,2012,4723723
SOUTH DAKOTA,2012,833354
TENNESSEE,2012,6456243
TEXAS,2012,26059203
UTAH,2012,2855287
VIRGINIA,2012,8185867
WEST VIRGINIA,2012,1855413
WISCONSIN,2012,5726398
WYOMING,2012,576412
ARKANSAS,2012,2949131
COLORADO,2012,5187582
CONNECTICUT,2012,3590347
ILLINOIS,2012,12875255
IOWA,2012,3074186
MARYLAND,2012,5884563
MISSOURI,2012,6021988
NEW HAMPSHIRE,2012,1320718
NEW JERSEY,2012,8864590
NEW YORK,2012,19570261
NORTH CAROLINA,2012,9752073
OREGON,2012,3899353
RHODE ISLAND,2012,1050292
VERMONT,2012,626011
WASHINGTON,2012,6897012
ALABAMA,2013,4822023
ALASKA,2013,731449
ARIZONA,2013,6553255
DELAWARE,2013,917092
FLORIDA,2013,19317568
GEORGIA,2013,9919945
HAWAII,2013,1392313
IDAHO,2013,1595728
INDIANA,2013,6537334
KANSAS,2013,2885905
KENTUCKY,2013,4380415
LOUISIANA,2013,4601893
MASSACHUSETTS,2013,6646144
MICHIGAN,2013,9883360
MINNESOTA,2013,5379139
MISSISSIPPI,2013,2984926
MONTANA,2013,1005141
NEBRASKA,2013,1855525
NEVADA,2013,2758931
NEW MEXICO,2013,2085538
NORTH DAKOTA,2013,699628
OHIO,2013,11544225
OKLAHOMA,2013,3814820
PENNSYLVANIA,2013,12763536
SOUTH CAROLINA,2013,4723723
TENNESSEE,2013,6456243
TEXAS,2013,26059203
UTAH,2013,2855287
VIRGINIA,2013,8185867
WEST VIRGINIA,2013,1855413
WISCONSIN,2013,5726398
WYOMING,2013,576412
ARKANSAS,2013,2949131
CALIFORNIA,2013,38041430
COLORADO,2013,5187582
CONNECTICUT,2013,3590347
ILLINOIS,2013,12875255
IOWA,2013,3074186
MAINE,2013,1329192
MARYLAND,2013,5884563
MISSOURI,2013,6021988
NEW HAMPSHIRE,2013,1320718
NEW JERSEY,2013,8864590
NEW YORK,2013,19570261
NORTH CAROLINA,2013,9752073
OREGON,2013,3899353
RHODE ISLAND,2013,1050292
SOUTH DAKOTA,2013,833354
VERMONT,2013,626011
WASHINGTON,2013,6897012
ALABAMA,2014,4822023
ALASKA,2014,731449
ARIZONA,2014,6553255
DELAWARE,2014,917092
FLORIDA,2014,19317568
GEORGIA,2014,9919945
HAWAII,2014,1392313
IDAHO,2014,1595728
INDIANA,2014,6537334
KANSAS,2014,2885905
KENTUCKY,2014,4380415
LOUISIANA,2014,4601893
MASSACHUSETTS,2014,6646144
MICHIGAN,2014,9883360
MINNESOTA,2014,5379139
MISSISSIPPI,2014,2984926
MONTANA,2014,1005141
NEBRASKA,2014,1855525
NEVADA,2014,2758931
NEW MEXICO,2014,2085538
NORTH DAKOTA,2014,699628
OHIO,2014,11544225
OKLAHOMA,2014,3814820
PENNSYLVANIA,2014,12763536
SOUTH CAROLINA,2014,4723723
TENNESSEE,2014,6456243
TEXAS,2014,26059203
UTAH,2014,2855287
VIRGINIA,2014,8185867
WEST VIRGINIA,2014,1855413
WISCONSIN,2014,5726398
WYOMING,2014,576412
ARKANSAS,2014,2949131
CALIFORNIA,2014,38041430
COLORADO,2014,5187582
CONNECTICUT,2014,3590347
ILLINOIS,2014,12875255
IOWA,2014,3074186
MAINE,2014,1329192
MARYLAND,2014,5884563
MISSOURI,2014,6021988
NEW HAMPSHIRE,2014,1320718
NEW JERSEY,2014,8864590
NEW YORK,2014,19570261
NORTH CAROLINA,2014,9752073
OREGON,2014,3899353
RHODE ISLAND,2014,1050292
SOUTH DAKOTA,2014,833354
VERMONT,2014,626011
WASHINGTON,2014,6897012
ALABAMA,2015,4852347
ALASKA,2015,737498
ARIZONA,2015,6829676
ARKANSAS,2015,2978048
CALIFORNIA,2015,38918045
COLORADO,2015,5450623
CONNECTICUT,2015,3587122
DELAWARE,2015,941252
FLORIDA,2015,20209042
GEORGIA,2015,10178447
HAWAII,2015,1422052
IDAHO,2015,1651059
ILLINOIS,2015,12858913
INDIANA,2015,6608422
IOWA,2015,3120960
KANSAS,2015,2909011
KENTUCKY,2015,4425976
LOUISIANA,2015,4664628
MAINE,2015,1328262
MARYLAND,2015,5985562
MASSACHUSETTS,2015,6794228
MICHIGAN,2015,9931715
MINNESOTA,2015,5482032
MISSISSIPPI,2015,2988471
MISSOURI,2015,6071732
MONTANA,2015,1030475
NEBRASKA,2015,1891277
NEVADA,2015,2866939
NEW HAMPSHIRE,2015,1336350
NEW JERSEY,2015,8867949
NEW MEXICO,2015,2089291
NEW YORK,2015,19654666
NORTH CAROLINA,2015,10031646
NORTH DAKOTA,2015,754066
OHIO,2015,11617527
OKLAHOMA,2015,3909500
OREGON,2015,4015792
PENNSYLVANIA,2015,12784826
RHODE ISLAND,2015,1056065
SOUTH CAROLINA,2015,4891938
SOUTH DAKOTA,2015,853988
TENNESSEE,2015,6591170
TEXAS,2015,27470056
UTAH,2015,2981835
VERMONT,2015,625216
VIRGINIA,2015,8361808
WASHINGTON,2015,7163657
WEST VIRGINIA,2015,1842050
WISCONSIN,2015,5760940
WYOMING,2015,585613
ALABAMA,2016,4863525
ALASKA,2016,741456
ARIZONA,2016,6941072
ARKANSAS,2016,2989918
CALIFORNIA,2016,39167117
COLORADO,2016,5539215
CONNECTICUT,2016,3578141
DELAWARE,2016,948921
FLORIDA,2016,20613477
GEORGIA,2016,10301890
HAWAII,2016,1427559
IDAHO,2016,1682380
ILLINOIS,2016,12820527
INDIANA,2016,6634304
IOWA,2016,3131371
KANSAS,2016,2910844
KENTUCKY,2016,4438182
LOUISIANA,2016,4678135
MAINE,2016,1331317
MARYLAND,2016,6003323
MASSACHUSETTS,2016,6823608
MICHIGAN,2016,9950571
MINNESOTA,2016,5522744
MISSISSIPPI,2016,2987938
MISSOURI,2016,6087135
MONTANA,2016,1040859
NEBRASKA,2016,1905616
NEVADA,2016,2917563
NEW HAMPSHIRE,2016,1342307
NEW JERSEY,2016,8870827
NEW MEXICO,2016,2091630
NEW YORK,2016,19633428
NORTH CAROLINA,2016,10154788
NORTH DAKOTA,2016,754434
OHIO,2016,11634370
OKLAHOMA,2016,3926331
OREGON,2016,4089976
PENNSYLVANIA,2016,12782275
RHODE ISLAND,2016,1056770
SOUTH CAROLINA,2016,4957968
SOUTH DAKOTA,2016,862996
TENNESSEE,2016,6646010
TEXAS,2016,27914410
UTAH,2016,3041868
VERMONT,2016,623657
VIRGINIA,2016,8410106
WASHINGTON,2016,7294771
WEST VIRGINIA,2016,1831023
WISCONSIN,2016,5772628
WYOMING,2016,584215
ALABAMA,2017,4874486
ALASKA,2017,739700
ARIZONA,2017,7044008
ARKANSAS,2017,3001345
CALIFORNIA,2017,39358497
COLORADO,2017,5611885
CONNECTICUT,2017,3573297
DELAWARE,2017,956823
FLORIDA,2017,20963613
GEORGIA,2017,10410330
HAWAII,2017,1424393
IDAHO,2017,1717715
ILLINOIS,2017,12778828
INDIANA,2017,6658078
IOWA,2017,3141550
KANSAS,2017,2908718
KENTUCKY,2017,4452268
LOUISIANA,2017,4670560
MAINE,2017,1334612
MARYLAND,2017,6023868
MASSACHUSETTS,2017,6859789
MICHIGAN,2017,9973114
MINNESOTA,2017,5566230
MISSISSIPPI,2017,2988510
MISSOURI,2017,6106670
MONTANA,2017,1052482
NEBRASKA,2017,1915947
NEVADA,2017,2969905
NEW HAMPSHIRE,2017,1348787
NEW JERSEY,2017,8885525
NEW MEXICO,2017,2091784
NEW YORK,2017,19589572
NORTH CAROLINA,2017,10268233
NORTH DAKOTA,2017,754942
OHIO,2017,11659650
OKLAHOMA,2017,3931316
OREGON,2017,4143625
PENNSYLVANIA,2017,12787641
RHODE ISLAND,2017,1055673
SOUTH CAROLINA,2017,5021268
SOUTH DAKOTA,2017,872868
TENNESSEE,2017,6708799
TEXAS,2017,28295273
UTAH,2017,3101042
VERMONT,2017,624344
VIRGINIA,2017,8463587
WASHINGTON,2017,7423362
WEST VIRGINIA,2017,1817004
WISCONSIN,2017,5790186
WYOMING,2017,578931
ALABAMA,2018,4887681
ALASKA,2018,735139
ARIZONA,2018,7158024
ARKANSAS,2018,3009733
CALIFORNIA,2018,39461588
COLORADO,2018,5691287
CONNECTICUT,2018,3571520
DELAWARE,2018,965479
FLORIDA,2018,21244317
GEORGIA,2018,10511131
HAWAII,2018,1420593
IDAHO,2018,1750536
ILLINOIS,2018,12723071
INDIANA,2018,6695497
IOWA,2018,3148618
KANSAS,2018,2911359
KENTUCKY,2018,4461153
LOUISIANA,2018,4659690
MAINE,2018,1339057
MARYLAND,2018,6035802
MASSACHUSETTS,2018,6882635
MICHIGAN,2018,9984072
MINNESOTA,2018,5606249
MISSISSIPPI,2018,2981020
MISSOURI,2018,6121623
MONTANA,2018,1060665
NEBRASKA,2018,1925614
NEVADA,2018,3027341
NEW HAMPSHIRE,2018,1353465
NEW JERSEY,2018,8886025
NEW MEXICO,2018,2092741
NEW YORK,2018,19530351
NORTH CAROLINA,2018,10381615
NORTH DAKOTA,2018,758080
OHIO,2018,11676341
OKLAHOMA,2018,3940235
OREGON,2018,4181886
PENNSYLVANIA,2018,12800922
RHODE ISLAND,2018,1058287
SOUTH CAROLINA,2018,5084156
SOUTH DAKOTA,2018,878698
TENNESSEE,2018,6771631
TEXAS,2018,28628666
UTAH,2018,3153550
VERMONT,2018,624358
VIRGINIA,2018,8501286
WASHINGTON,2018,7523869
WEST VIRGINIA,2018,1804291
WISCONSIN,2018,5807406
WYOMING,2018,577601
ALABAMA,2019,4903185
ALASKA,2019,731545
ARIZONA,2019,7278717
ARKANSAS,2019,3017804
CALIFORNIA,2019,39512223
COLORADO,2019,5758736
CONNECTICUT,2019,3565287
DELAWARE,2019,973764
FLORIDA,2019,21477737
GEORGIA,2019,10617423
HAWAII,2019,1415872
IDAHO,2019,1787065
ILLINOIS,2019,12671821
INDIANA,2019,6732219
IOWA,2019,3155070
KANSAS,2019,2913314
KENTUCKY,2019,4467673
LOUISIANA,2019,4648794
MAINE,2019,1344212
MARYLAND,2019,6045680
MASSACHUSETTS,2019,6892503
MICHIGAN,2019,9986857
MINNESOTA,2019,5639632
MISSISSIPPI,2019,2976149
MISSOURI,2019,6137428
MONTANA,2019,1068778
NEBRASKA,2019,1934408
NEVADA,2019,3080156
NEW HAMPSHIRE,2019,1359711
NEW JERSEY,2019,8882190
NEW MEXICO,2019,2096829
NEW YORK,2019,19453561
NORTH CAROLINA,2019,10488084
NORTH DAKOTA,2019,762062
OHIO,2019,11689100
OKLAHOMA,2019,3956971
OREGON,2019,4217737
PENNSYLVANIA,2019,12801989
RHODE ISLAND,2019,1059361
SOUTH CAROLINA,2019,5148714
SOUTH DAKOTA,2019,884659
TENNESSEE,2019,6829174
TEXAS,2019,28995881
UTAH,2019,3205958
VERMONT,2019,623989
VIRGINIA,2019,8535519
WASHINGTON,2019,7614893
WEST VIRGINIA,2019,1792147
WISCONSIN,2019,5822434
WYOMING,2019,578759
ALABAMA,2020,5031362
ALASKA,2020,732923
ARIZONA,2020,7179943
ARKANSAS,2020,3014195
CALIFORNIA,2020,39501653
COLORADO,2020,5784865
CONNECTICUT,2020,3597362
DELAWARE,2020,992114
FLORIDA,2020,21589602
GEORGIA,2020,10729828
HAWAII,2020,1451043
IDAHO,2020,1849202
ILLINOIS,2020,12786580
INDIANA,2020,6788799
IOWA,2020,3190571
KANSAS,2020,2937919
KENTUCKY,2020,4507445
LOUISIANA,2020,4651664
MAINE,2020,1363557
MARYLAND,2020,6173205
MASSACHUSETTS,2020,6995729
MICHIGAN,2020,10069577
MINNESOTA,2020,5709852
MISSISSIPPI,2020,2958141
MISSOURI,2020,6153998
MONTANA,2020,1087075
NEBRASKA,2020,1962642
NEVADA,2020,3115648
NEW HAMPSHIRE,2020,1378587
NEW JERSEY,2020,9271689
NEW MEXICO,2020,2118390
NEW YORK,2020,20108296
NORTH CAROLINA,2020,10449445
NORTH DAKOTA,2020,779518
OHIO,2020,11797517
OKLAHOMA,2020,3964912
OREGON,2020,4244795
PENNSYLVANIA,2020,12994440
RHODE ISLAND,2020,1096345
SOUTH CAROLINA,2020,5131848
SOUTH DAKOTA,2020,887799
TENNESSEE,2020,6925619
TEXAS,2020,29232474
UTAH,2020,3283785
VERMONT,2020,642893
VIRGINIA,2020,8636471
WASHINGTON,2020,7724031
WEST VIRGINIA,2020,1791420
WISCONSIN,2020,5896271
WYOMING,2020,577605
ALABAMA,2021,5049846
ALASKA,2021,734182
ARIZONA,2021,7264877
ARKANSAS,2021,3028122
CALIFORNIA,2021,39142991
COLORADO,2021,5811297
CONNECTICUT,2021,3623355
DELAWARE,2021,1004807
FLORIDA,2021,21828069
GEORGIA,2021,10788029
HAWAII,2021,1447154
IDAHO,2021,1904314
ILLINOIS,2021,12686469
INDIANA,2021,6813532
IOWA,2021,3197689
KANSAS,2021,2937922
KENTUCKY,2021,4506589
LOUISIANA,2021,4627098
MAINE,2021,1377238
MARYLAND,2021,6174610
MASSACHUSETTS,2021,6989690
MICHIGAN,2021,10037504
MINNESOTA,2021,5711471
MISSISSIPPI,2021,2949586
MISSOURI,2021,6169823
MONTANA,2021,1106227
NEBRASKA,2021,1963554
NEVADA,2021,3146402
NEW HAMPSHIRE,2021,1387505
NEW JERSEY,2021,9267961
NEW MEXICO,2021,2116677
NEW YORK,2021,19857492
NORTH CAROLINA,2021,10565885
NORTH DAKOTA,2021,777934
OHIO,2021,11764342
OKLAHOMA,2021,3991225
OREGON,2021,4256301
PENNSYLVANIA,2021,13012059
RHODE ISLAND,2021,1096985
SOUTH CAROLINA,2021,5193266
SOUTH DAKOTA,2021,896164
TENNESSEE,2021,6968351
TEXAS,2021,29558864
UTAH,2021,3339113
VERMONT,2021,646972
VIRGINIA,2021,8657365
WASHINGTON,2021,7740745
WEST VIRGINIA,2021,1785526
WISCONSIN,2021,5880101
WYOMING,2021,579483
ALABAMA,2022,5074296
ALASKA,2022,733583
ARIZONA,2022,7359197
ARKANSAS,2022,3045637
CALIFORNIA,2022,39029342
COLORADO,2022,5839926
CONNECTICUT,2022,3626205
DELAWARE,2022,1018396
FLORIDA,2022,22244823
GEORGIA,2022,10912876
HAWAII,2022,1440196
IDAHO,2022,1939033
ILLINOIS,2022,12582032
INDIANA,2022,6833037
IOWA,2022,3200517
KANSAS,2022,2937150
KENTUCKY,2022,4512310
LOUISIANA,2022,4590241
MAINE,2022,1385340
MARYLAND,2022,6164660
MASSACHUSETTS,2022,6981974
MICHIGAN,2022,10034113
MINNESOTA,2022,5717184
MISSISSIPPI,2022,2940057
MISSOURI,2022,6177957
MONTANA,2022,1122867
NEBRASKA,2022,1967923
NEVADA,2022,3177772
NEW HAMPSHIRE,2022,1395231
NEW JERSEY,2022,9261699
NEW MEXICO,2022,2113344
NEW YORK,2022,19677151
NORTH CAROLINA,2022,10698973
NORTH DAKOTA,2022,779261
OHIO,2022,11756058
OKLAHOMA,2022,4019800
OREGON,2022,4240137
PENNSYLVANIA,2022,12972008
RHODE ISLAND,2022,1093734
SOUTH CAROLINA,2022,5282634
SOUTH DAKOTA,2022,909824
TENNESSEE,2022,7051339
TEXAS,2022,30029572
UTAH,2022,3380800
VERMONT,2022,647064
VIRGINIA,2022,8683619
WASHINGTON,2022,7785786
WEST VIRGINIA,2022,1775156
WISCONSIN,2022,5892539
WYOMING,2022,581381
