"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"Alabama","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","468,727","62,982","170,023","193,079","42,643","3,451,208","127,052","289,415","1,079,285","705,662","303,028","572,276","374,490","3,034,741","946,766","633,583","574,352","185,081","637,640","563,773","198,592","1,294,176","1,135,910","347,848","885,809","760,706","215,245","","2,353,878","2,115,460","712,934","2,332,798","2,100,060","708,372","846,228","719,012","158,611","15,329","12,051","2,995","49,205","42,522","29,746","N","N","N","52,425","32,330","7,965","132,934","112,190","34,321","113,536","76,598","22,182","","(X)","(X)","(X)","(X)","","40,362","25,395","31,997","36,662","52,385","65,470"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.4%","36.3%","41.2%","9.1%","(X)","3.7%","8.4%","31.3%","20.4%","8.8%","16.6%","10.9%","87.9%","27.4%","(X)","90.7%","29.2%","(X)","88.4%","31.1%","(X)","87.8%","26.9%","(X)","85.9%","24.3%","","(X)","89.9%","30.3%","(X)","90.0%","30.4%","(X)","85.0%","18.7%","(X)","78.6%","19.5%","(X)","86.4%","60.5%","(X)","N","N","(X)","61.7%","15.2%","(X)","84.4%","25.8%","(X)","67.5%","19.5%","","29.1%","16.5%","11.9%","5.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","232,322","35,285","92,663","86,872","17,502","1,643,071","68,626","154,459","534,409","328,742","122,651","263,108","171,076","1,419,986","434,184","311,801","277,449","78,956","314,651","269,697","85,739","627,386","540,085","158,918","389,233","332,755","110,571","","1,138,403","1,008,457","345,987","1,127,767","1,001,148","343,938","377,410","311,645","53,878","6,663","5,224","1,275","22,164","19,273","13,687","N","N","N","28,375","18,139","4,500","69,575","56,800","14,663","59,774","39,000","9,912","","(X)","(X)","(X)","(X)","","49,422","30,437","40,400","48,234","69,340","87,542"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.2%","39.9%","37.4%","7.5%","(X)","4.2%","9.4%","32.5%","20.0%","7.5%","16.0%","10.4%","86.4%","26.4%","(X)","89.0%","25.3%","(X)","85.7%","27.2%","(X)","86.1%","25.3%","(X)","85.5%","28.4%","","(X)","88.6%","30.4%","(X)","88.8%","30.5%","(X)","82.6%","14.3%","(X)","78.4%","19.1%","(X)","87.0%","61.8%","(X)","N","N","(X)","63.9%","15.9%","(X)","81.6%","21.1%","(X)","65.2%","16.6%","","23.6%","13.3%","8.6%","4.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","236,405","27,697","77,360","106,207","25,141","1,808,137","58,426","134,956","544,876","376,920","180,377","309,168","203,414","1,614,755","512,582","321,782","296,903","106,125","322,989","294,076","112,853","666,790","595,825","188,930","496,576","427,951","104,674","","1,215,475","1,107,003","366,947","1,205,031","1,098,912","364,434","468,818","407,367","104,733","8,666","6,827","1,720","27,041","23,249","16,059","N","N","N","24,050","14,191","3,465","63,359","55,390","19,658","53,762","37,598","12,270","","(X)","(X)","(X)","(X)","","32,391","19,307","24,996","30,353","42,797","56,725"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.7%","32.7%","44.9%","10.6%","(X)","3.2%","7.5%","30.1%","20.8%","10.0%","17.1%","11.2%","89.3%","28.3%","(X)","92.3%","33.0%","(X)","91.0%","34.9%","(X)","89.4%","28.3%","(X)","86.2%","21.1%","","(X)","91.1%","30.2%","(X)","91.2%","30.2%","(X)","86.9%","22.3%","(X)","78.8%","19.8%","(X)","86.0%","59.4%","(X)","N","N","(X)","59.0%","14.4%","(X)","87.4%","31.0%","(X)","69.9%","22.8%","","35.3%","19.5%","14.5%","5.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Alaska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","67,493","8,915","33,691","22,510","2,377","485,779","10,548","21,942","135,473","118,250","40,276","101,422","57,868","453,289","159,290","112,341","105,320","33,270","102,955","97,463","35,727","172,073","159,970","56,342","98,410","90,536","33,951","","314,524","302,619","121,059","308,121","296,692","120,167","14,708","14,092","4,549","58,526","49,941","5,138","32,328","28,154","9,719","5,537","5,101","912","12,429","10,316","2,355","47,727","43,066","15,558","28,495","25,134","6,197","","(X)","(X)","(X)","(X)","","50,554","31,565","39,150","44,785","60,141","80,892"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.2%","49.9%","33.4%","3.5%","(X)","2.2%","4.5%","27.9%","24.3%","8.3%","20.9%","11.9%","93.3%","32.8%","(X)","93.8%","29.6%","(X)","94.7%","34.7%","(X)","93.0%","32.7%","(X)","92.0%","34.5%","","(X)","96.2%","38.5%","(X)","96.3%","39.0%","(X)","95.8%","30.9%","(X)","85.3%","8.8%","(X)","87.1%","30.1%","(X)","92.1%","16.5%","(X)","83.0%","18.9%","(X)","90.2%","32.6%","(X)","88.2%","21.7%","","22.8%","14.3%","8.4%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","39,428","6,171","19,837","12,604","816","250,710","6,519","12,114","78,318","63,282","20,170","42,852","27,455","232,077","70,307","59,325","54,967","12,989","52,579","49,162","13,312","89,130","81,972","27,406","49,676","45,976","16,600","","166,046","158,910","56,132","163,817","156,871","55,978","7,822","7,504","1,845","29,301","24,426","1,169","13,602","12,040","3,535","2,353","2,158","141","7,162","5,366","1,070","24,424","21,673","6,415","14,316","12,123","2,679","","(X)","(X)","(X)","(X)","","57,145","34,907","44,846","53,253","70,386","91,175"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.7%","50.3%","32.0%","2.1%","(X)","2.6%","4.8%","31.2%","25.2%","8.0%","17.1%","11.0%","92.6%","28.0%","(X)","92.7%","21.9%","(X)","93.5%","25.3%","(X)","92.0%","30.7%","(X)","92.6%","33.4%","","(X)","95.7%","33.8%","(X)","95.8%","34.2%","(X)","95.9%","23.6%","(X)","83.4%","4.0%","(X)","88.5%","26.0%","(X)","91.7%","6.0%","(X)","74.9%","14.9%","(X)","88.7%","26.3%","(X)","84.7%","18.7%","","21.2%","12.8%","7.6%","3.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
